MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,TEAM_ID,TEAM_NAME,Season,FullTeamName,GamesAggregated
46.6,33.7,77.15,0.43295000000000006,7.35,20.5,0.36310000000000003,18.7,24.55,0.7592500000000001,8.9,30.75,39.65,18.95,16.0,7.15,3.7,5.25,22.55,22.0,93.45,-5.8,1.0,23.4,23.4,23.4,26.9,52.45,49.3,54.15,53.05,54.2,48.45,38.8,37.25,46.05,37.6,46.8,46.45,52.55,46.4,43.1,39.25,43.6,52.85,29.05,52.4,44.05,1.0,1610612758,Sacramento Kings,2016-17,Sacramento Kings,20
46.35,37.15,83.85,0.43985,8.1,23.25,0.34489999999999993,14.4,19.1,0.76505,11.7,31.3,43.0,20.25,15.85,8.55,4.75,4.25,21.75,18.55,96.8,-3.45,1.0,17.5,17.5,17.5,24.55,44.25,47.6,43.7,39.1,46.45,40.85,49.7,49.0,47.1,44.15,47.5,48.4,47.0,49.75,32.6,46.9,35.75,50.15,41.55,49.05,41.1,1.0,1610612752,New York Knicks,2016-17,New York Knicks,20
48.0,35.05,84.25,0.41655,7.95,24.6,0.32635000000000003,14.95,20.75,0.73065,10.55,34.35,44.9,20.5,13.7,6.35,5.65,6.05,17.95,18.9,93.0,-4.35,1.0,18.4,18.4,18.4,5.0,54.15,49.7,51.3,41.95,44.9,40.5,41.9,40.3,45.1,31.9,34.5,33.65,46.45,38.1,45.35,25.8,47.55,29.9,35.7,55.6,36.7,1.0,1610612753,Orlando Magic,2016-17,Orlando Magic,20
44.9,34.3,77.6,0.441,8.4,23.1,0.3604,18.75,25.6,0.7399,11.25,28.05,39.3,19.25,14.4,7.4,4.1,5.1,21.8,22.8,95.75,0.2,1.0,22.0,22.0,22.0,37.15,60.0,57.95,56.45,33.9,33.9,42.2,44.25,36.55,60.15,41.4,54.15,52.9,60.95,45.15,45.65,40.65,40.55,53.1,31.55,57.5,42.3,1.0,1610612750,Minnesota Timberwolves,2016-17,Minnesota Timberwolves,20
44.9,33.55,77.4,0.43229999999999996,8.65,26.1,0.32515000000000005,15.15,20.65,0.7307,8.65,31.15,39.8,19.1,16.65,8.3,5.7,5.25,21.55,20.25,90.9,-5.35,1.0,24.25,24.25,24.25,40.25,59.05,62.35,51.6,53.05,58.55,50.25,54.05,52.35,54.5,52.2,48.75,55.55,62.1,43.9,44.0,36.05,38.95,40.15,42.8,62.65,46.2,1.0,1610612755,Philadelphia 76ers,2016-17,Philadelphia 76ers,20
46.0,37.85,81.9,0.46110000000000007,9.35,26.0,0.36015,17.4,22.6,0.777,10.4,31.65,42.05,19.65,15.85,8.3,4.65,4.25,20.95,19.05,102.45,1.3,1.0,14.05,14.05,14.05,22.25,45.75,50.2,37.65,35.45,39.4,39.3,40.2,43.05,37.55,45.6,42.05,48.35,45.9,47.2,37.4,32.9,29.45,41.0,39.2,43.6,32.15,1.0,1610612747,Los Angeles Lakers,2016-17,Los Angeles Lakers,20
46.45,36.9,84.15,0.4382499999999999,6.95,22.2,0.31615000000000004,19.4,26.1,0.7410500000000001,11.2,32.85,44.05,17.75,15.45,9.15,3.7,5.8,26.75,22.65,100.15,-4.0,1.0,17.8,17.8,17.8,29.15,49.95,48.6,49.85,43.35,43.5,50.25,44.8,40.55,51.45,46.05,44.5,46.1,49.75,41.25,30.85,50.0,44.0,52.15,38.95,52.6,41.6,1.0,1610612756,Phoenix Suns,2016-17,Phoenix Suns,20
46.1,35.2,81.45,0.43365,10.0,30.85,0.32284999999999997,18.55,23.9,0.7765500000000001,9.4,32.95,42.35,19.05,17.4,8.3,4.75,5.6,20.35,22.15,98.95,-6.15,1.0,15.95,15.95,15.95,23.2,51.6,50.45,48.95,42.5,40.55,47.15,43.65,43.05,44.95,36.55,51.25,46.15,51.05,45.95,31.85,40.6,39.55,35.8,30.9,52.2,41.25,1.0,1610612751,Brooklyn Nets,2016-17,Brooklyn Nets,20
46.1,35.75,79.95,0.4457,13.75,40.75,0.33555,21.05,26.8,0.7887500000000001,9.9,32.9,42.8,20.75,16.6,9.3,5.1,4.45,22.9,22.4,106.3,4.5,1.0,24.45,24.45,24.45,23.2,53.4,53.25,50.3,50.5,43.7,54.9,37.35,39.5,40.65,33.45,47.85,42.95,44.15,59.25,35.15,36.2,40.8,56.25,35.65,51.3,50.7,1.0666666666666667,1610612745,Houston Rockets,2017-18,Houston Rockets,20
46.1,38.35,80.25,0.47835,9.95,30.05,0.33175,18.4,23.2,0.8011499999999998,8.7,31.8,40.5,21.2,15.0,8.05,5.5,4.4,22.35,20.55,105.05,6.05,1.0,22.7,22.7,22.7,26.2,51.65,60.4,40.8,52.65,55.65,50.45,39.3,38.8,40.45,48.8,52.9,55.8,52.9,52.3,34.55,42.7,33.8,45.0,37.2,51.8,46.05,1.2,1610612761,Toronto Raptors,2017-18,Toronto Raptors,20
44.8,33.9,77.45,0.43784999999999996,9.5,26.85,0.35085,16.75,23.1,0.72675,9.45,35.8,45.25,18.95,16.25,7.9,4.4,4.8,20.25,21.5,94.05,6.05,1.0,16.0,16.0,16.0,36.2,58.75,58.4,50.15,54.75,53.9,53.8,38.0,33.3,52.8,41.15,37.4,39.35,54.55,54.65,35.2,40.95,41.7,46.1,30.25,57.9,39.0,1.1666666666666667,1610612738,Boston Celtics,2017-18,Boston Celtics,20
45.95,39.75,81.2,0.48635,11.45,29.6,0.37995,17.65,22.75,0.7795,9.3,34.4,43.7,26.2,16.7,8.8,8.05,4.7,21.7,19.1,108.6,6.9,1.0,22.0,22.0,22.0,27.25,45.3,51.35,44.35,37.85,40.0,43.95,36.95,35.0,47.65,35.05,42.25,40.8,45.5,50.6,34.85,34.7,48.6,53.4,38.3,45.3,40.8,1.1538461538461537,1610612744,Golden State Warriors,2017-18,Golden State Warriors,20
45.05,34.85,81.6,0.42560000000000003,8.7,23.9,0.36385,18.85,24.1,0.7770999999999999,12.1,32.5,44.6,16.8,15.6,7.8,4.8,6.05,22.0,23.4,97.25,3.2,1.0,25.3,25.3,25.3,35.45,59.05,52.6,56.8,51.55,60.0,45.7,33.85,32.1,50.6,29.4,51.6,45.95,56.45,51.4,35.95,42.25,52.45,58.7,26.3,56.3,45.7,1.25,1610612757,Portland Trail Blazers,2017-18,Portland Trail Blazers,20
44.8,37.1,83.7,0.44205000000000005,11.45,31.15,0.36660000000000004,15.75,22.3,0.7081999999999999,11.25,31.75,43.0,22.25,17.6,9.45,4.35,5.9,25.15,21.65,101.4,-2.45,1.0,33.4,33.4,33.4,35.0,55.85,50.75,59.3,37.85,37.25,45.4,47.65,43.75,57.45,36.95,57.2,55.2,59.65,51.7,33.25,46.4,46.35,57.85,35.85,58.95,55.85,1.0833333333333333,1610612755,Philadelphia 76ers,2017-18,Philadelphia 76ers,20
46.2,37.35,82.6,0.45220000000000005,9.6,28.25,0.33135,19.75,24.95,0.7939,9.95,33.1,43.05,19.5,15.6,7.6,4.85,4.6,20.55,23.85,104.05,0.65,1.0,22.6,22.6,22.6,23.3,52.3,51.2,52.5,53.15,54.2,51.45,34.7,35.4,38.6,29.85,43.3,38.0,56.2,55.55,37.8,27.95,42.95,49.35,26.05,52.45,45.0,1.2,1610612739,Cleveland Cavaliers,2017-18,Cleveland Cavaliers,20
46.0,35.85,80.35,0.44605000000000006,10.35,28.6,0.3662500000000001,16.5,22.75,0.70405,10.5,29.9,40.4,20.25,14.9,9.1,4.95,4.35,22.05,20.9,98.55,2.5,1.0,28.5,28.5,28.5,24.5,53.3,57.0,45.15,40.15,47.3,40.15,46.2,48.05,44.15,51.7,52.55,57.3,45.65,46.45,39.75,38.4,35.8,50.85,43.7,57.15,44.95,1.1333333333333333,1610612760,Oklahoma City Thunder,2017-18,Oklahoma City Thunder,20
46.0,39.0,82.65,0.4716,9.1,24.65,0.37045,15.45,20.5,0.7488,9.5,32.1,41.6,21.4,14.45,6.7,4.05,5.3,20.45,20.45,102.55,0.15,1.0,24.4,24.4,24.4,23.75,49.25,49.35,45.55,38.5,39.8,41.85,41.1,38.95,51.0,43.45,43.85,44.5,44.8,45.5,54.15,40.9,42.5,47.85,32.6,48.9,44.45,1.2,1610612754,Indiana Pacers,2017-18,Indiana Pacers,20
45.15,33.0,78.6,0.42135,8.65,26.45,0.32355,15.75,20.0,0.77595,9.3,30.7,40.0,17.3,16.5,9.45,6.0,5.15,20.85,20.2,90.4,-1.45,1.0,29.6,29.6,29.6,35.8,61.5,57.8,57.05,56.95,57.0,53.8,48.95,50.3,44.55,41.9,56.7,55.2,63.1,52.9,33.05,29.6,44.5,49.55,44.95,63.6,52.0,1.1666666666666667,1610612762,Utah Jazz,2017-18,Utah Jazz,20
44.65,32.5,77.15,0.41705000000000003,9.65,28.7,0.33210000000000006,15.7,21.1,0.7427499999999999,8.6,30.2,38.8,16.8,15.95,7.25,5.0,4.1,23.35,23.05,90.35,-2.45,1.0,29.8,29.8,29.8,47.45,63.0,64.95,58.25,51.2,49.7,52.8,41.25,41.55,49.7,47.3,58.15,60.15,67.45,54.05,43.6,44.45,38.05,61.75,34.65,63.55,52.2,1.1111111111111112,1610612748,Miami Heat,2017-18,Miami Heat,20
45.85,37.65,81.25,0.4632500000000001,9.25,27.35,0.33394999999999997,16.55,22.2,0.7464000000000001,9.25,34.1,43.35,21.3,16.0,7.65,4.7,4.5,20.05,21.05,101.1,-1.4,1.0,27.95,27.95,27.95,31.55,59.05,60.1,51.15,45.8,41.65,48.3,39.25,35.95,51.5,37.95,48.35,45.0,57.0,49.3,41.85,50.2,41.65,47.4,34.1,58.65,47.85,1.2307692307692308,1610612740,New Orleans Pelicans,2017-18,New Orleans Pelicans,20
44.8,34.95,80.35,0.43875000000000003,8.5,24.6,0.34164999999999995,16.3,21.1,0.7742,10.95,30.75,41.7,18.95,15.1,7.85,5.1,4.5,19.7,21.45,94.7,0.6,1.0,23.95,23.95,23.95,35.0,57.9,50.1,51.65,39.7,39.95,46.95,44.1,43.7,45.55,37.8,54.0,49.8,57.25,52.35,39.2,46.9,47.4,54.0,37.1,57.4,46.4,1.1666666666666667,1610612759,San Antonio Spurs,2017-18,San Antonio Spurs,20
46.0,36.0,79.15,0.45265000000000005,9.25,25.9,0.3541,14.2,19.45,0.7299,7.15,30.45,37.6,20.55,14.05,7.95,5.35,4.05,22.3,18.65,95.45,-4.75,1.0,25.75,25.75,25.75,26.0,53.25,52.1,50.75,37.2,36.7,42.8,57.9,56.05,53.6,47.9,46.0,50.2,48.1,40.65,46.45,42.7,34.1,48.3,46.65,57.4,48.15,1.2,1610612749,Milwaukee Bucks,2017-18,Milwaukee Bucks,20
46.25,36.35,80.85,0.4485,8.7,24.95,0.34645000000000004,20.95,26.85,0.78325,9.9,32.15,42.05,19.4,15.6,8.0,4.8,4.6,22.4,23.25,102.35,2.65,1.0,24.65,24.65,24.65,25.75,51.3,52.2,50.75,48.15,47.75,49.95,26.1,25.9,41.35,39.6,45.55,45.9,60.2,46.7,39.1,37.8,37.4,44.5,25.4,46.35,39.15,1.1333333333333333,1610612764,Washington Wizards,2017-18,Washington Wizards,20
46.6,36.8,83.3,0.44155,8.7,24.45,0.35879999999999995,18.3,23.35,0.7705,10.95,31.1,42.05,20.7,14.55,9.2,3.7,5.85,18.75,21.55,100.6,0.3,1.0,18.5,18.5,18.5,25.2,56.45,49.6,56.05,31.2,33.2,41.75,45.25,43.2,50.95,35.95,42.5,41.1,48.1,54.6,36.3,42.4,48.2,42.7,34.1,54.45,45.0,1.2666666666666666,1610612750,Minnesota Timberwolves,2017-18,Minnesota Timberwolves,20
46.7,38.05,83.85,0.45445,10.7,28.0,0.38285,13.95,18.45,0.7453,11.15,31.05,42.2,20.95,14.2,8.0,3.9,4.85,19.1,19.5,100.75,4.35,1.0,15.7,15.7,15.7,22.5,44.6,47.3,41.6,39.0,44.35,39.4,42.2,44.9,42.05,33.25,51.85,46.45,49.15,45.85,39.05,37.7,37.75,45.75,34.65,46.4,34.5,1.0666666666666667,1610612765,Detroit Pistons,2017-18,Detroit Pistons,20
45.6,37.2,83.0,0.4475999999999999,9.55,27.35,0.34504999999999997,15.5,21.15,0.7349500000000001,10.65,31.55,42.2,21.0,16.05,8.55,4.4,5.05,18.95,20.05,99.45,-0.45,1.0,25.0,25.0,25.0,30.5,53.9,52.65,50.6,53.3,57.85,48.05,47.7,44.3,52.05,42.75,48.75,50.2,55.25,48.25,34.0,44.6,43.0,43.5,43.85,57.8,46.6,1.0714285714285714,1610612743,Denver Nuggets,2017-18,Denver Nuggets,20
46.0,35.7,80.8,0.44065000000000004,8.5,24.45,0.34255,19.3,27.0,0.7206,9.65,34.35,44.0,17.65,13.05,6.4,3.9,4.25,19.4,22.6,99.2,0.15,1.0,22.45,22.45,22.45,24.5,55.5,56.35,48.2,48.4,51.25,46.7,43.35,40.95,48.8,44.6,43.1,45.1,58.95,42.95,43.7,44.05,32.45,52.85,37.0,56.15,41.8,1.2666666666666666,1610612766,Charlotte Hornets,2017-18,Charlotte Hornets,20
46.35,37.55,82.85,0.4554499999999999,9.75,27.4,0.35774999999999996,18.15,24.6,0.74115,11.2,32.95,44.15,19.4,15.1,7.45,4.8,5.6,22.95,22.5,103.0,0.45,1.0,28.0,28.0,28.0,22.4,54.45,50.0,52.0,35.15,38.35,40.35,43.9,44.35,44.4,34.7,45.7,40.7,55.45,42.1,40.85,37.55,39.1,54.2,39.2,54.5,44.15,1.1333333333333333,1610612746,LA Clippers,2017-18,LA Clippers,20
45.15,38.3,82.05,0.47035,8.45,25.1,0.33745,17.7,24.2,0.7393,8.65,34.55,43.2,21.7,16.95,7.75,5.75,4.7,22.6,22.35,102.75,0.15,1.0,19.45,19.45,19.45,38.6,51.95,57.8,43.4,53.9,61.0,49.8,40.25,41.4,40.25,53.5,47.65,52.85,52.3,52.5,37.65,25.6,32.7,47.9,35.1,53.6,42.1,1.25,1610612747,Los Angeles Lakers,2017-18,Los Angeles Lakers,20
46.0,37.15,80.8,0.4606,9.15,24.75,0.36165,15.15,19.0,0.7982500000000001,10.45,32.35,42.8,21.8,16.3,6.65,4.6,5.05,21.1,20.75,98.6,-1.9,1.0,17.5,17.5,17.5,25.25,51.85,56.85,44.6,31.9,34.0,39.55,39.7,40.4,39.85,38.8,44.55,45.15,49.35,46.0,38.9,43.8,41.4,45.6,25.1,50.25,40.5,1.2666666666666666,1610612752,New York Knicks,2017-18,New York Knicks,20
45.6,34.25,81.2,0.42175,7.5,22.05,0.33145,14.0,19.65,0.7239,9.7,30.1,39.8,17.6,14.8,7.55,4.05,4.15,21.05,20.45,90.0,-10.0,1.0,22.75,22.75,22.75,27.7,61.25,56.45,58.85,50.7,51.8,51.5,35.3,34.2,46.7,38.8,48.7,47.8,59.65,47.35,39.05,41.1,32.05,44.7,25.55,61.25,48.3,1.2857142857142858,1610612758,Sacramento Kings,2017-18,Sacramento Kings,20
46.0,37.4,85.65,0.4365,10.4,31.4,0.32815,19.9,27.35,0.7208,9.75,35.1,44.85,20.0,15.3,7.85,4.55,5.15,21.5,22.5,105.1,-0.9,1.0,18.05,18.05,18.05,26.0,42.35,41.4,46.8,54.6,56.2,51.85,32.0,27.55,57.85,40.35,41.2,40.0,56.6,43.55,26.05,40.6,38.3,47.15,27.35,42.25,38.2,1.1333333333333333,1610612751,Brooklyn Nets,2017-18,Brooklyn Nets,20
43.7,32.95,77.1,0.4302,10.45,29.35,0.35689999999999994,16.25,22.15,0.7382500000000001,9.1,28.6,37.7,17.65,13.65,9.05,3.55,4.35,19.7,22.1,92.6,0.4,1.0,16.3,16.3,16.3,48.85,69.45,67.95,53.6,51.05,54.95,46.85,32.75,28.9,51.35,35.6,63.7,59.5,67.65,52.2,26.95,42.3,40.45,45.45,31.4,65.4,39.65,1.3333333333333333,1610612742,Dallas Mavericks,2017-18,Dallas Mavericks,20
46.25,33.95,83.75,0.40384999999999993,10.7,32.2,0.33199999999999996,12.35,16.2,0.7562500000000001,9.45,33.05,42.5,19.75,15.2,7.1,3.7,3.35,18.85,16.5,90.95,-8.05,1.0,22.75,22.75,22.75,25.1,56.15,53.1,53.7,43.45,37.8,49.0,52.45,54.6,42.9,43.25,50.35,49.85,56.35,47.8,44.2,36.2,21.8,39.1,45.9,59.85,47.0,1.2,1610612741,Chicago Bulls,2017-18,Chicago Bulls,20
46.0,37.45,81.1,0.46129999999999993,10.3,27.25,0.3713,16.0,21.2,0.7574499999999998,8.0,31.5,39.5,22.55,15.05,8.3,4.75,4.45,21.1,19.75,101.2,0.9,1.0,14.5,14.5,14.5,23.0,42.9,50.95,38.65,39.15,47.9,35.85,41.3,42.85,43.7,47.25,45.55,48.55,43.15,43.0,32.2,38.35,36.7,50.15,37.65,42.9,34.6,1.2666666666666666,1610612753,Orlando Magic,2017-18,Orlando Magic,20
45.9,35.15,78.95,0.44609999999999994,8.2,25.35,0.31535,19.8,25.8,0.76625,9.1,31.3,40.4,17.85,14.4,8.35,5.15,5.3,23.8,23.0,98.3,1.35,1.0,11.8,11.8,11.8,26.75,47.7,53.5,41.3,45.3,42.6,50.95,31.4,29.5,46.55,47.7,39.25,43.6,56.65,37.65,33.8,37.1,39.2,40.9,30.7,42.85,27.1,1.2142857142857142,1610612763,Memphis Grizzlies,2017-18,Memphis Grizzlies,20
45.6,36.25,82.75,0.43875000000000003,8.3,25.65,0.3255,21.2,28.25,0.7489999999999999,10.45,32.9,43.35,16.6,16.7,7.4,5.45,4.7,24.85,24.9,102.0,-6.75,1.0,15.95,15.95,15.95,26.3,48.2,51.45,45.05,48.85,52.3,47.35,29.1,28.25,40.9,40.4,46.2,45.6,63.3,48.75,35.7,31.75,28.8,56.3,22.05,45.75,36.9,1.2142857142857142,1610612756,Phoenix Suns,2017-18,Phoenix Suns,20
46.0,36.95,82.9,0.4464500000000001,9.4,25.15,0.3609,15.75,20.65,0.77505,9.8,31.5,41.3,20.75,16.1,9.2,3.9,5.0,21.65,21.45,99.05,-2.4,1.0,19.9,19.9,19.9,22.25,48.1,48.5,44.75,50.45,60.25,41.5,43.85,43.3,46.3,36.3,46.15,43.95,54.15,43.15,26.4,41.5,30.85,52.05,37.55,49.05,39.6,1.1333333333333333,1610612737,Atlanta Hawks,2017-18,Atlanta Hawks,20
44.8,38.25,83.45,0.45280000000000004,10.85,30.5,0.3559,15.7,19.8,0.7978,9.85,33.8,43.65,24.15,13.95,9.05,5.95,4.1,23.15,19.6,103.05,6.1,1.0,19.3,19.3,19.3,36.8,54.15,61.1,52.35,54.5,57.15,49.8,42.65,42.4,45.75,41.0,54.45,54.25,54.95,43.45,33.85,45.9,43.15,51.2,41.3,54.5,43.0,1.0,1610612744,Golden State Warriors,2018-19,Golden State Warriors,20
46.35,41.5,87.45,0.47395000000000004,13.3,37.05,0.35114999999999996,15.55,20.35,0.74375,10.05,38.75,48.8,24.6,15.7,6.75,6.35,5.15,19.6,20.6,111.85,9.7,1.0,22.7,22.7,22.7,24.5,44.85,47.9,44.5,40.55,44.05,42.65,50.5,49.35,46.55,35.0,49.1,43.45,44.45,54.05,45.8,32.8,42.4,43.25,38.95,46.75,40.45,1.0,1610612749,Milwaukee Bucks,2018-19,Milwaukee Bucks,20
46.25,38.9,84.9,0.4563,8.85,26.9,0.32405,16.15,21.85,0.73915,11.5,33.65,45.15,23.6,14.25,8.85,4.25,5.95,21.25,20.95,102.8,5.95,1.0,20.95,20.95,20.95,22.9,51.9,55.25,47.2,54.7,58.55,49.85,41.15,41.25,48.5,42.85,44.75,43.75,57.2,46.1,29.25,38.7,49.4,47.5,37.15,50.6,41.45,1.0,1610612743,Denver Nuggets,2018-19,Denver Nuggets,20
45.7,39.5,86.15,0.458,11.65,34.2,0.34995,16.05,20.5,0.7850500000000001,10.65,32.95,43.6,22.55,14.2,8.1,5.85,5.0,23.25,20.75,106.7,3.75,1.0,19.0,19.0,19.0,30.75,46.6,48.95,47.35,44.65,43.0,46.6,49.65,48.6,48.35,33.7,47.85,45.4,52.8,43.35,38.45,34.85,44.05,52.8,41.0,50.2,45.15,1.0,1610612761,Toronto Raptors,2018-19,Toronto Raptors,20
45.45,39.3,85.1,0.46369999999999995,10.65,28.4,0.37944999999999995,18.6,22.4,0.81525,11.5,36.9,48.4,19.15,14.5,6.7,5.05,5.25,20.65,21.8,107.85,11.4,1.0,10.0,10.0,10.0,33.35,53.05,55.8,46.6,42.6,48.55,39.75,42.75,43.95,41.1,43.65,38.8,42.8,60.85,45.0,43.15,39.8,43.45,43.75,36.35,53.55,30.05,1.0,1610612757,Portland Trail Blazers,2018-19,Portland Trail Blazers,20
46.35,36.55,85.0,0.4286500000000001,10.5,32.65,0.31675,19.5,25.7,0.7476499999999999,11.05,35.8,46.85,23.3,16.4,7.45,6.2,5.55,24.35,22.75,103.1,-2.65,1.0,27.5,27.5,27.5,28.35,57.95,47.75,60.3,41.8,33.15,54.05,48.65,47.15,48.85,40.55,43.35,46.15,53.3,49.35,41.15,30.75,53.45,54.65,38.9,58.45,52.7,1.0,1610612755,Philadelphia 76ers,2018-19,Philadelphia 76ers,20
46.0,35.65,82.95,0.43194999999999995,13.5,40.2,0.33675,18.15,25.25,0.7213499999999999,10.15,30.8,40.95,19.55,15.05,8.65,6.7,4.8,23.3,22.35,102.95,1.0,1.0,23.8,23.8,23.8,26.0,56.8,52.3,52.3,54.45,55.4,49.15,46.65,40.5,59.85,41.35,47.9,46.35,49.45,50.2,37.55,24.0,40.85,48.8,33.55,59.2,48.65,1.0,1610612745,Houston Rockets,2018-19,Houston Rockets,20
45.85,36.5,84.55,0.43245000000000006,11.55,32.85,0.3441,14.35,18.55,0.7761500000000001,10.0,34.0,44.0,21.75,13.15,7.25,4.95,3.65,20.15,18.95,98.9,2.9,1.0,22.2,22.2,22.2,28.2,64.65,55.3,60.85,46.35,46.4,48.3,49.75,47.85,51.5,39.3,44.65,42.45,60.2,42.35,52.4,40.6,34.8,39.8,45.4,64.75,46.6,1.0,1610612738,Boston Celtics,2018-19,Boston Celtics,20
46.0,39.1,82.9,0.4727,8.85,24.35,0.35910000000000003,15.9,22.45,0.7158,8.85,31.45,40.3,20.8,14.05,9.5,5.25,5.45,20.95,21.25,102.95,3.95,1.0,23.5,23.5,23.5,22.25,51.2,55.5,46.25,48.05,44.4,49.8,41.15,36.5,53.2,45.2,52.45,52.95,63.0,45.2,33.5,35.1,42.1,49.35,36.75,52.75,43.3,1.0,1610612754,Indiana Pacers,2018-19,Indiana Pacers,20
44.8,36.85,80.4,0.45854999999999996,10.1,29.4,0.34015,17.9,24.75,0.724,9.65,33.2,42.85,22.35,15.0,7.5,5.0,4.45,22.75,22.5,101.7,0.95,1.0,28.0,28.0,28.0,35.0,56.5,62.5,48.65,54.7,60.5,47.65,45.7,45.2,45.4,43.85,55.9,57.05,57.85,40.95,44.6,46.25,35.45,52.45,41.1,56.2,52.95,1.0,1610612762,Utah Jazz,2018-19,Utah Jazz,20
46.25,37.55,86.2,0.43470000000000003,11.45,33.05,0.34005,15.5,21.45,0.7271500000000001,11.2,32.05,43.25,22.15,16.1,6.85,5.2,5.55,22.3,20.7,102.05,-4.95,1.0,30.4,30.4,30.4,26.6,48.75,50.8,49.15,49.15,52.05,47.35,55.95,54.7,52.55,38.55,55.05,53.1,47.35,44.85,34.9,31.35,42.2,46.15,47.8,55.55,51.4,1.0,1610612751,Brooklyn Nets,2018-19,Brooklyn Nets,20
46.0,39.15,86.75,0.45345,8.7,27.5,0.32685,18.25,26.15,0.70495,12.2,33.65,45.85,20.7,15.55,10.8,5.6,4.95,22.35,24.4,105.25,4.95,1.0,19.2,19.2,19.2,25.25,54.65,55.1,45.6,56.0,54.7,52.65,38.05,37.3,45.4,43.5,50.35,48.05,54.4,51.45,28.75,33.3,37.8,40.35,29.0,55.85,39.4,1.0,1610612760,Oklahoma City Thunder,2018-19,Oklahoma City Thunder,20
45.4,36.6,82.75,0.44204999999999994,8.8,23.85,0.36495,16.35,20.75,0.7853000000000001,9.5,32.85,42.35,21.25,13.8,6.55,5.05,4.7,19.4,21.85,98.35,-1.4,1.0,26.5,26.5,26.5,36.25,61.75,52.95,59.6,49.05,48.95,49.45,44.45,44.6,50.7,40.45,53.9,50.05,55.35,52.35,37.65,39.9,46.2,49.25,28.95,61.7,49.9,1.0,1610612759,San Antonio Spurs,2018-19,San Antonio Spurs,20
46.0,37.1,86.0,0.43000000000000005,9.8,30.5,0.31305,13.3,18.0,0.7467500000000001,10.0,32.45,42.45,22.45,14.0,7.85,5.9,4.85,21.15,20.25,97.3,-2.55,1.0,25.2,25.2,25.2,24.5,51.4,46.35,50.9,48.4,48.15,52.6,48.4,47.85,49.8,40.35,54.15,51.6,49.7,43.85,26.4,33.85,43.1,54.05,31.7,55.8,48.6,1.0,1610612753,Orlando Magic,2018-19,Orlando Magic,20
46.35,36.05,86.9,0.4124,9.95,33.05,0.2973,17.55,23.4,0.75285,11.55,33.35,44.9,18.95,14.9,7.1,3.8,5.2,23.4,22.45,99.6,-1.75,1.0,20.8,20.8,20.8,29.45,47.3,43.05,55.15,55.3,48.65,57.1,40.65,41.05,44.2,41.5,40.95,39.85,56.25,48.15,41.3,37.9,36.0,49.0,33.85,48.85,44.7,1.0,1610612765,Detroit Pistons,2018-19,Detroit Pistons,20
46.1,38.2,85.0,0.44715000000000005,8.2,23.75,0.3337,21.4,27.3,0.77115,10.55,35.6,46.15,20.2,14.6,6.5,5.25,6.7,23.0,23.55,106.0,2.05,1.0,23.5,23.5,23.5,29.2,51.35,47.95,51.15,51.8,49.9,52.2,45.05,46.15,46.7,38.35,40.2,38.2,58.55,42.3,45.1,34.5,46.0,41.2,42.5,52.35,43.35,1.0,1610612746,LA Clippers,2018-19,LA Clippers,20
46.6,39.65,89.15,0.44575,10.85,32.4,0.3327000000000001,17.65,21.95,0.81175,10.4,33.4,43.8,22.75,13.2,7.55,5.6,6.1,20.5,21.9,107.8,3.45,1.0,22.0,22.0,22.0,25.05,43.2,40.95,45.85,45.85,45.9,46.3,44.8,46.05,36.8,34.9,43.0,41.95,41.7,47.0,36.9,32.4,40.7,46.95,34.5,45.55,37.6,1.0,1610612766,Charlotte Hornets,2018-19,Charlotte Hornets,20
44.8,38.6,83.0,0.4606,8.6,24.9,0.33715,15.65,22.95,0.6820499999999999,9.4,33.15,42.55,20.95,15.5,7.85,4.5,5.15,22.2,22.9,101.45,-2.0,1.0,22.0,22.0,22.0,35.0,51.8,58.95,41.15,56.7,60.85,47.2,46.3,41.0,55.35,53.75,48.0,54.35,57.15,57.45,42.5,36.7,42.9,48.85,33.85,54.8,46.4,1.0,1610612758,Sacramento Kings,2018-19,Sacramento Kings,20
45.05,36.2,84.45,0.42805,11.0,31.65,0.34829999999999994,17.8,25.25,0.7002499999999999,12.2,32.5,44.7,21.55,15.85,7.15,5.75,5.9,22.65,23.85,101.2,-0.3,1.0,24.65,24.65,24.65,34.9,54.2,51.4,53.4,41.4,47.3,44.25,29.55,28.4,43.95,35.2,52.3,47.1,53.95,51.0,45.45,36.5,49.2,52.4,22.1,48.35,44.4,1.0,1610612748,Miami Heat,2018-19,Miami Heat,20
