MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,TEAM_ID,TEAM_NAME,Season,FullTeamName,GamesAggregated
48.0,40.5,89.6,0.45395,13.35,37.2,0.3595999999999999,18.05,23.45,0.7663499999999999,8.6,35.55,44.15,26.5,14.6,7.65,5.5,5.15,23.3,21.4,112.4,-0.9,1.0,18.55,18.55,18.55,2.0,38.45,30.85,40.5,41.5,40.9,39.95,30.95,30.25,39.6,28.55,32.8,29.6,39.1,31.1,38.05,27.75,39.05,44.6,26.7,38.55,38.15,1.0,1610612744,Golden State Warriors,2020-21,Golden State Warriors,20
48.5,42.5,88.95,0.47764999999999996,12.15,34.0,0.3551,15.95,20.7,0.7687999999999999,8.65,33.9,42.55,26.5,13.95,8.6,5.7,5.8,20.95,18.7,113.1,1.95,1.0,16.3,16.3,16.3,7.3,36.45,39.8,33.65,34.6,35.0,36.75,38.4,36.05,41.8,35.7,33.5,35.4,37.55,35.9,32.15,38.05,36.45,39.0,31.75,38.5,30.65,1.0,1610612754,Indiana Pacers,2020-21,Indiana Pacers,20
48.25,42.2,92.3,0.45890000000000003,11.1,30.2,0.36524999999999996,16.2,20.55,0.7901,9.55,35.85,45.4,25.0,11.0,7.05,4.75,5.7,17.5,18.7,111.7,0.45,1.0,15.85,15.85,15.85,7.7,32.5,29.2,37.75,26.9,27.45,30.5,38.8,39.5,37.0,31.7,28.55,28.15,32.55,31.9,33.35,36.35,37.45,32.25,32.7,33.2,33.05,1.0,1610612759,San Antonio Spurs,2020-21,San Antonio Spurs,20
48.0,39.65,87.85,0.4527,13.3,36.3,0.3652,16.0,21.6,0.72655,10.65,33.3,43.95,28.45,14.9,8.45,5.1,5.5,18.15,19.05,108.6,-1.05,1.0,19.15,19.15,19.15,4.0,35.7,34.4,37.35,34.55,36.65,36.15,34.1,32.5,41.4,32.7,34.5,33.9,26.25,33.9,28.05,27.0,37.8,33.4,31.8,38.1,34.0,1.0,1610612766,Charlotte Hornets,2020-21,Charlotte Hornets,20
48.25,41.1,88.15,0.46749999999999997,11.1,32.2,0.33505,17.8,24.8,0.70055,11.55,35.1,46.65,23.85,14.9,7.7,3.8,5.45,17.9,21.15,111.1,-1.35,1.0,19.6,19.6,19.6,6.7,38.75,38.0,40.0,32.55,31.35,37.8,38.7,38.5,41.2,33.6,36.85,37.75,42.8,35.65,31.9,36.85,28.65,32.2,35.05,40.8,38.25,1.0,1610612740,New Orleans Pelicans,2020-21,New Orleans Pelicans,20
48.25,42.05,88.2,0.47725000000000006,13.65,36.4,0.36779999999999996,17.0,21.45,0.78915,8.7,35.15,43.85,26.05,17.15,7.65,3.75,3.85,20.75,20.65,114.75,-2.35,1.0,19.6,19.6,19.6,4.8,34.15,34.95,36.4,28.95,26.5,35.4,22.65,23.2,35.3,38.7,36.0,38.15,35.9,43.8,27.55,37.15,23.0,43.8,22.0,28.35,36.05,1.0,1610612741,Chicago Bulls,2020-21,Chicago Bulls,20
48.25,41.6,87.55,0.47625,12.45,33.05,0.37424999999999997,17.75,24.8,0.7032,10.45,32.95,43.4,25.6,14.65,6.65,5.5,5.2,20.25,20.95,113.4,-5.8,1.0,18.05,18.05,18.05,1.95,37.3,38.4,37.65,31.4,35.5,34.05,28.65,26.25,43.4,28.35,31.6,29.55,34.9,40.15,40.0,30.15,37.45,38.05,23.6,35.55,37.25,1.0,1610612758,Sacramento Kings,2020-21,Sacramento Kings,20
48.0,39.15,89.05,0.4401999999999999,15.9,42.4,0.37665000000000004,17.05,20.95,0.8158,10.25,32.9,43.15,24.5,14.65,9.05,5.75,5.9,22.15,19.1,111.25,1.0,1.0,17.2,17.2,17.2,2.0,37.9,33.0,40.3,24.9,25.25,32.0,36.5,37.1,35.3,27.1,31.2,29.35,32.65,39.8,29.1,28.15,35.25,39.3,37.05,35.05,32.45,1.0,1610612761,Toronto Raptors,2020-21,Toronto Raptors,20
48.25,39.45,91.05,0.43404999999999994,11.6,34.35,0.33955,15.8,20.95,0.7423,11.1,32.5,43.6,23.75,14.65,8.4,5.65,6.3,21.8,19.15,106.3,-9.3,1.0,18.25,18.25,18.25,5.75,39.95,35.75,42.9,43.7,47.25,39.6,41.4,42.2,40.15,29.7,37.6,34.0,42.95,36.4,35.85,31.45,35.0,37.5,38.4,45.35,40.85,1.0,1610612750,Minnesota Timberwolves,2020-21,Minnesota Timberwolves,20
49.0,39.5,87.35,0.45104999999999995,9.7,27.15,0.35669999999999996,15.45,21.7,0.7015,11.5,32.65,44.15,23.25,16.35,9.55,4.9,6.35,19.4,20.3,104.15,-4.5,1.0,13.1,13.1,13.1,4.6,34.45,31.3,35.55,35.6,44.7,32.5,39.95,38.55,44.25,25.45,33.7,29.35,37.55,38.2,21.5,27.1,36.8,41.4,32.35,38.1,30.75,1.0,1610612739,Cleveland Cavaliers,2020-21,Cleveland Cavaliers,20
48.25,39.05,91.3,0.42810000000000004,11.1,32.0,0.34419999999999995,15.6,19.9,0.7853999999999999,12.0,34.75,46.75,22.45,13.75,7.3,3.75,5.55,17.65,18.6,104.8,-6.1,1.0,13.6,13.6,13.6,2.9,31.2,27.95,36.55,33.5,34.9,35.4,38.55,40.15,34.15,21.4,36.55,31.45,32.55,39.5,31.55,39.75,32.85,36.45,33.65,34.65,30.95,1.0,1610612753,Orlando Magic,2020-21,Orlando Magic,20
48.25,39.15,86.95,0.44939999999999997,13.1,38.55,0.338,15.65,21.45,0.7234999999999999,7.2,37.0,44.2,22.2,14.6,7.0,4.9,4.05,18.1,19.35,107.05,-7.0,1.0,13.1,13.1,13.1,3.85,31.6,38.65,33.1,25.9,23.85,35.25,33.75,35.35,35.6,48.3,32.8,39.7,32.6,27.15,33.9,25.8,24.6,33.55,28.35,32.55,31.75,1.0,1610612760,Oklahoma City Thunder,2020-21,Oklahoma City Thunder,20
49.0,38.0,88.65,0.42905000000000004,13.15,36.7,0.3598,19.2,24.45,0.7816000000000001,10.45,32.5,42.95,23.9,14.8,7.8,4.75,6.3,20.85,21.8,108.35,-4.3,1.0,16.0,16.0,16.0,4.6,36.6,25.4,45.6,23.0,20.9,33.8,28.6,31.1,30.7,29.1,37.8,34.1,35.35,34.85,28.75,36.7,36.15,34.85,27.05,31.1,33.3,1.0,1610612765,Detroit Pistons,2020-21,Detroit Pistons,20
48.25,40.1,88.05,0.4551,14.25,39.55,0.3565,16.6,22.0,0.7540000000000001,8.55,35.75,44.3,23.25,15.8,8.15,6.2,6.1,20.25,19.35,111.05,1.95,1.0,9.5,9.5,9.5,1.95,32.75,35.6,33.2,33.45,38.35,32.9,33.85,35.1,33.1,36.75,23.55,28.45,36.85,39.5,28.3,22.8,39.0,37.35,32.55,32.3,23.65,1.0,1610612745,Houston Rockets,2020-21,Houston Rockets,20
45.9,37.7,83.45,0.45165,10.5,31.35,0.34004999999999996,16.25,20.4,0.7969999999999999,11.5,34.65,46.15,21.95,15.9,7.85,3.05,4.65,21.3,20.05,102.15,4.7,1.0,23.8,23.8,23.8,32.4,47.95,43.95,51.2,59.75,53.95,56.3,45.75,45.6,46.65,30.15,39.3,35.8,58.05,49.4,38.75,43.15,48.3,45.85,45.25,53.85,45.0,1.0,1610612748,Miami Heat,2021-22,Miami Heat,20
46.0,38.25,86.5,0.43920000000000003,10.7,31.7,0.3335,14.95,19.0,0.7906000000000001,10.55,35.5,46.05,23.85,13.55,8.7,4.6,3.9,18.45,19.3,102.15,4.6,1.0,20.8,20.8,20.8,23.0,55.5,49.3,57.75,44.0,42.8,51.25,45.35,45.15,45.55,38.75,41.0,39.45,52.35,44.95,39.1,36.55,37.6,35.65,40.45,57.85,47.75,1.0,1610612756,Phoenix Suns,2021-22,Phoenix Suns,20
47.5,38.35,86.1,0.4452999999999999,12.3,36.9,0.32915,14.35,18.65,0.7655000000000001,9.9,35.05,44.95,23.0,14.9,7.65,5.85,4.7,19.4,18.85,103.35,2.75,1.0,25.75,25.75,25.75,25.55,49.8,48.9,53.9,46.15,45.1,49.95,51.7,48.4,52.9,43.75,43.0,45.85,52.7,44.2,32.8,41.2,40.25,44.35,43.5,55.55,48.3,1.0,1610612738,Boston Celtics,2021-22,Boston Celtics,20
45.5,38.3,89.2,0.42940000000000006,11.2,34.55,0.3229,13.3,18.3,0.7349500000000001,13.0,33.45,46.45,23.15,14.5,9.3,5.5,6.0,18.15,18.6,101.1,-2.3,1.0,28.45,28.45,28.45,36.15,61.75,55.05,58.45,42.8,36.5,50.45,59.2,60.45,44.4,47.45,47.9,49.45,53.35,51.25,46.4,50.1,40.3,30.85,50.55,64.75,57.55,1.0,1610612763,Memphis Grizzlies,2021-22,Memphis Grizzlies,20
46.25,37.0,85.8,0.4294500000000001,12.7,38.35,0.3248,14.55,19.45,0.7493,10.4,33.6,44.0,20.7,15.1,7.7,4.25,5.3,18.25,19.2,101.25,-3.35,1.0,32.2,32.2,32.2,23.6,57.75,50.55,58.05,46.9,40.6,54.3,55.55,54.2,50.25,39.95,52.65,50.6,56.1,48.2,39.5,36.0,46.95,39.75,46.5,62.25,52.85,1.0,1610612749,Milwaukee Bucks,2021-22,Milwaukee Bucks,20
45.75,38.25,84.85,0.44935,13.7,38.55,0.35574999999999996,14.8,19.35,0.7540500000000001,10.0,35.2,45.2,25.7,15.85,10.15,5.3,4.15,19.2,18.2,105.0,8.85,1.0,17.8,17.8,17.8,31.5,48.8,46.2,52.55,45.15,44.85,46.25,45.85,46.4,47.65,38.65,42.75,41.75,44.3,48.35,28.6,34.05,40.35,29.85,41.45,49.7,38.45,1.0,1610612744,Golden State Warriors,2021-22,Golden State Warriors,20
46.2,38.8,84.45,0.4615,11.25,32.35,0.35485,15.8,19.65,0.8084999999999999,9.7,31.55,41.25,21.65,12.7,8.55,6.05,4.8,18.2,18.95,104.65,1.75,1.0,25.3,25.3,25.3,24.8,42.35,42.4,45.4,37.65,40.3,44.85,57.0,57.55,44.05,34.35,51.7,44.6,51.0,41.6,32.2,31.75,39.75,32.55,44.35,51.2,44.95,1.0,1610612755,Philadelphia 76ers,2021-22,Philadelphia 76ers,20
46.3,36.25,84.45,0.4281499999999999,11.65,35.75,0.31980000000000003,13.7,19.0,0.7252499999999998,9.85,33.45,43.3,20.95,12.65,7.7,4.1,5.45,19.5,19.15,97.85,-3.3,1.0,27.5,27.5,27.5,24.1,49.55,38.95,55.65,46.05,42.85,50.55,52.8,50.15,54.0,34.45,39.7,38.25,49.95,39.35,31.4,35.35,51.35,38.75,45.3,55.2,53.4,1.0,1610612742,Dallas Mavericks,2021-22,Dallas Mavericks,20
46.2,37.5,81.8,0.4589,12.7,38.6,0.32685,16.65,22.1,0.75755,10.15,35.55,45.7,20.5,15.75,7.65,5.45,4.05,18.9,19.5,104.35,7.7,1.0,19.2,19.2,19.2,23.2,51.6,51.6,48.15,49.3,44.5,54.45,45.65,45.35,44.55,44.7,41.2,42.75,50.55,51.4,35.4,34.5,32.9,43.25,42.45,55.1,40.1,1.0,1610612762,Utah Jazz,2021-22,Utah Jazz,20
46.0,38.15,88.45,0.43134999999999996,10.65,31.25,0.34035000000000004,14.05,18.95,0.7407999999999999,13.5,31.7,45.2,19.3,13.7,10.45,5.4,6.15,19.25,17.4,101.0,2.3,1.0,24.4,24.4,24.4,25.25,49.5,50.35,48.1,49.1,54.95,45.35,49.45,51.2,47.15,40.3,43.0,43.6,54.05,46.2,29.35,36.3,49.75,37.0,52.8,55.85,45.75,1.0,1610612761,Toronto Raptors,2021-22,Toronto Raptors,20
46.0,37.8,84.5,0.44435,9.35,27.4,0.34035000000000004,17.3,21.05,0.8288,9.9,34.0,43.9,21.45,13.45,8.4,4.8,5.4,18.3,18.25,102.25,3.2,1.0,20.2,20.2,20.2,23.0,53.9,49.85,54.7,47.5,46.75,47.8,42.4,44.85,37.2,35.8,39.0,35.2,50.9,45.25,28.0,32.55,43.65,36.15,41.45,56.45,36.25,1.0,1610612741,Chicago Bulls,2021-22,Chicago Bulls,20
46.1,37.65,83.4,0.4506499999999999,10.8,33.9,0.31889999999999996,12.15,17.2,0.70595,9.75,33.2,42.95,22.2,14.8,7.95,4.4,4.75,18.7,19.15,98.25,0.55,1.0,23.5,23.5,23.5,25.45,55.75,46.4,56.1,54.55,49.6,54.55,60.75,56.5,62.0,35.6,46.15,44.05,64.35,40.65,32.55,31.7,37.6,35.15,47.8,65.25,46.1,1.0,1610612743,Denver Nuggets,2021-22,Denver Nuggets,20
46.35,36.45,86.6,0.42155,12.6,38.7,0.32154999999999995,14.05,18.7,0.7442500000000001,12.1,31.2,43.3,21.9,16.5,8.85,5.45,5.4,22.3,19.1,99.55,0.1,1.0,26.0,26.0,26.0,23.85,59.25,49.1,57.0,51.3,45.65,55.25,55.9,57.05,46.45,33.85,47.4,43.5,56.15,54.15,39.95,40.9,45.75,44.05,52.4,65.5,47.0,1.0,1610612750,Minnesota Timberwolves,2021-22,Minnesota Timberwolves,20
46.2,36.7,82.9,0.44365,12.05,33.6,0.35365,17.5,21.75,0.8084499999999999,8.9,35.4,44.3,21.95,15.7,6.95,5.3,5.65,19.75,21.5,102.95,2.2,1.0,17.45,17.45,17.45,23.95,61.4,59.6,54.75,37.95,33.85,45.2,44.65,45.4,41.8,51.15,35.3,41.9,52.6,52.1,39.95,39.45,44.85,32.95,35.0,57.55,40.7,1.0,1610612751,Brooklyn Nets,2021-22,Brooklyn Nets,20
46.0,36.45,82.25,0.4426499999999999,10.65,31.85,0.32930000000000004,14.8,19.4,0.7676000000000001,10.5,32.95,43.45,22.35,15.25,7.6,4.05,5.1,16.6,18.3,98.35,0.4,1.0,21.7,21.7,21.7,23.0,55.45,47.6,55.35,45.65,44.15,50.75,50.25,53.3,43.5,41.4,46.15,45.8,52.95,48.35,34.2,39.0,42.45,35.2,51.6,59.7,45.3,1.0,1610612739,Cleveland Cavaliers,2021-22,Cleveland Cavaliers,20
46.0,38.0,86.8,0.43795,12.9,36.8,0.35065,13.2,17.2,0.7614000000000001,9.8,35.1,44.9,22.25,14.75,8.25,5.65,4.5,18.55,18.6,102.1,2.0,1.0,22.5,22.5,22.5,24.5,46.8,42.45,51.3,37.7,29.6,48.3,50.85,49.8,46.15,39.45,41.25,40.2,51.25,47.9,33.1,34.05,42.35,38.1,41.3,48.7,39.5,1.0,1610612746,LA Clippers,2021-22,LA Clippers,20
46.1,39.2,86.25,0.45644999999999997,11.05,31.2,0.34795000000000004,13.95,17.75,0.7872000000000001,10.85,33.55,44.4,22.7,13.45,6.5,3.9,4.4,18.4,19.6,103.4,-2.15,1.0,28.0,28.0,28.0,22.45,51.05,43.05,51.2,51.15,55.45,48.95,57.2,56.3,48.1,38.1,41.4,38.3,52.1,48.7,45.3,41.95,39.25,35.95,44.05,58.5,49.5,1.0,1610612737,Atlanta Hawks,2021-22,Atlanta Hawks,20
46.1,36.3,85.5,0.42595,10.65,32.1,0.3408,14.65,18.5,0.79065,11.05,33.85,44.9,23.2,15.35,7.7,5.0,4.65,20.0,18.4,97.9,-3.25,1.0,27.65,27.65,27.65,23.95,59.0,47.55,57.9,38.75,38.9,43.4,55.95,56.85,41.85,47.45,38.8,45.25,49.25,47.45,45.3,25.45,38.7,43.05,53.25,63.05,46.95,1.0,1610612740,New Orleans Pelicans,2021-22,New Orleans Pelicans,20
45.05,38.7,86.35,0.44580000000000003,9.4,29.2,0.32045,12.35,17.2,0.7112499999999999,8.7,32.35,41.05,23.75,13.3,7.85,5.3,5.1,17.9,17.85,99.15,-4.1,1.0,27.25,27.25,27.25,36.05,55.0,57.9,50.5,52.5,55.75,50.35,54.8,53.6,53.6,57.2,50.45,57.45,54.3,46.0,37.05,38.9,43.95,42.3,45.1,61.0,48.2,1.0,1610612759,San Antonio Spurs,2021-22,San Antonio Spurs,20
46.5,39.25,88.35,0.4436000000000001,11.95,32.9,0.3578,15.2,20.3,0.7423,10.9,31.8,42.7,24.1,15.5,9.05,4.95,5.8,18.75,19.4,105.65,-3.55,1.0,26.8,26.8,26.8,26.15,49.75,43.75,52.75,48.55,57.85,43.7,43.6,44.3,42.35,39.6,46.45,45.95,56.2,50.2,35.7,39.15,51.4,34.35,42.4,52.7,47.95,1.0,1610612766,Charlotte Hornets,2021-22,Charlotte Hornets,20
46.1,37.55,84.75,0.44505,13.9,37.4,0.36915000000000003,14.75,19.25,0.7676000000000001,10.05,33.2,43.25,21.15,13.35,6.95,5.3,4.9,18.85,18.75,103.75,2.15,1.0,17.4,17.4,17.4,27.55,42.4,43.8,39.25,38.2,42.3,41.3,55.6,57.9,42.0,50.15,47.9,51.2,46.45,42.4,38.65,32.9,43.05,32.05,50.7,49.95,39.45,1.0,1610612752,New York Knicks,2021-22,New York Knicks,20
45.95,37.75,85.7,0.43804999999999994,10.1,30.25,0.33104999999999996,14.55,20.0,0.7320500000000001,11.0,32.45,43.45,21.9,16.3,9.4,5.7,4.05,19.15,20.45,100.15,-1.85,1.0,17.65,17.65,17.65,34.85,53.55,48.8,55.9,52.5,57.35,50.15,53.2,54.2,44.15,33.75,51.6,45.35,49.8,54.65,26.3,36.0,34.55,38.1,40.95,57.1,41.8,1.0,1610612747,Los Angeles Lakers,2021-22,Los Angeles Lakers,20
45.3,38.1,85.2,0.4479,10.65,32.65,0.31579999999999997,14.9,19.7,0.7408000000000001,10.25,32.45,42.7,20.0,13.8,8.85,4.5,5.1,20.0,18.45,101.75,3.1,1.0,18.5,18.5,18.5,31.95,50.15,48.5,49.3,47.05,42.65,50.85,54.35,55.05,50.0,38.9,43.3,43.3,57.3,38.9,34.7,36.35,43.0,48.85,51.5,55.75,32.4,1.0,1610612758,Sacramento Kings,2021-22,Sacramento Kings,20
47.35,37.2,83.7,0.4444000000000001,10.3,32.75,0.31670000000000004,15.8,20.05,0.78025,8.6,36.35,44.95,22.05,15.05,7.85,5.9,4.75,18.7,19.3,100.5,1.3,1.0,15.4,15.4,15.4,20.45,52.5,50.5,51.95,40.3,33.05,48.05,44.9,48.1,42.65,41.8,32.75,35.45,54.55,50.0,30.6,30.7,41.3,40.0,45.65,53.35,33.35,1.0,1610612764,Washington Wizards,2021-22,Washington Wizards,20
46.5,38.7,84.25,0.45874999999999994,11.7,33.5,0.34885000000000005,13.25,17.5,0.7561,9.95,33.95,43.9,22.05,15.55,7.65,6.65,4.3,20.75,18.75,102.35,3.4,1.0,16.4,16.4,16.4,26.7,51.85,53.0,45.95,42.9,48.85,42.5,55.75,56.0,47.6,47.55,34.0,40.65,55.6,48.55,36.2,30.2,33.1,43.8,43.0,57.3,31.5,1.0,1610612754,Indiana Pacers,2021-22,Indiana Pacers,20
46.0,38.3,84.75,0.45200000000000007,12.6,36.55,0.34265,12.95,16.8,0.7773000000000001,10.0,34.0,44.0,21.95,14.5,7.85,4.9,4.3,18.9,18.2,102.15,-0.95,1.0,16.95,16.95,16.95,23.0,41.1,45.25,39.9,40.6,44.6,43.15,55.65,58.5,39.05,41.45,34.15,36.25,45.2,37.55,41.25,31.4,31.55,27.05,47.9,46.6,31.7,1.0,1610612757,Portland Trail Blazers,2021-22,Portland Trail Blazers,20
46.0,34.4,83.35,0.4135,11.0,36.3,0.3012,15.95,21.3,0.74865,11.15,30.95,42.1,20.2,15.75,8.55,5.45,5.3,19.95,19.7,95.75,-6.7,1.0,17.9,17.9,17.9,24.5,58.65,55.4,55.65,42.4,35.8,50.8,45.8,43.85,49.6,36.7,46.65,44.3,56.5,50.05,32.3,30.9,39.8,30.0,39.7,59.1,42.35,1.0,1610612765,Detroit Pistons,2021-22,Detroit Pistons,20
46.0,34.8,85.65,0.40549999999999997,10.6,36.1,0.29109999999999997,13.5,18.8,0.71685,10.45,35.95,46.4,19.0,14.8,6.95,4.4,6.3,17.1,17.8,93.7,-6.8,1.0,16.6,16.6,16.6,25.25,56.0,50.1,55.7,47.95,45.95,51.4,49.9,46.05,51.35,40.1,37.75,39.0,56.8,46.65,43.55,39.9,42.95,35.55,41.5,57.6,42.55,1.0,1610612760,Oklahoma City Thunder,2021-22,Oklahoma City Thunder,20
46.0,35.25,84.1,0.41930000000000006,11.05,35.95,0.30785,16.25,23.25,0.69425,10.45,34.0,44.45,20.0,18.05,8.05,5.0,6.9,19.5,22.6,97.8,-8.2,1.0,19.4,19.4,19.4,23.75,60.8,48.95,58.25,56.6,54.35,54.45,46.85,47.15,46.45,35.3,34.7,31.85,57.1,50.15,34.5,33.25,44.75,32.8,39.9,62.25,43.55,1.0,1610612745,Houston Rockets,2021-22,Houston Rockets,20
46.1,34.7,85.05,0.40705,12.3,37.05,0.33275,14.1,18.8,0.7445,10.65,33.1,43.75,20.7,15.8,6.8,5.0,5.2,19.85,19.3,95.8,-8.5,1.0,17.8,17.8,17.8,24.7,56.3,51.9,56.1,36.75,38.7,41.0,49.7,48.25,53.85,28.85,50.05,42.05,56.95,50.95,37.7,36.6,40.85,43.25,35.75,56.8,44.05,1.0,1610612753,Orlando Magic,2021-22,Orlando Magic,20
46.5,37.75,84.65,0.44765,12.8,36.55,0.35014999999999996,17.85,25.0,0.71395,10.95,35.85,46.8,22.55,16.1,7.05,5.9,5.0,18.95,22.7,106.15,3.95,1.0,19.3,19.3,19.3,25.0,57.95,50.9,53.25,50.95,53.85,49.9,37.95,34.85,49.5,41.3,45.4,44.25,57.05,50.6,32.65,30.55,48.55,49.0,25.5,58.0,42.9,1.0,1610612749,Milwaukee Bucks,2022-23,Milwaukee Bucks,20
46.0,39.6,83.5,0.4721,11.8,30.9,0.37720000000000004,14.45,20.15,0.7075,10.75,32.25,43.0,25.55,15.75,7.75,4.35,4.45,18.6,19.5,105.45,-1.55,1.0,25.75,25.75,25.75,23.75,52.55,47.5,55.9,40.45,42.5,42.5,51.05,49.95,49.65,37.25,43.95,42.2,52.25,49.85,39.85,41.6,41.95,39.1,41.05,52.05,49.4,1.0,1610612743,Denver Nuggets,2022-23,Denver Nuggets,20
46.5,40.45,84.7,0.47735000000000005,15.3,39.9,0.3784,18.85,22.5,0.8492999999999998,8.65,32.6,41.25,25.6,13.8,6.1,5.7,4.3,21.5,20.85,115.05,6.0,1.0,16.0,16.0,16.0,28.75,47.35,52.45,41.15,44.85,49.9,42.95,36.2,38.1,34.1,47.0,54.25,56.1,46.5,42.65,42.4,34.05,43.65,57.2,31.2,44.15,42.55,1.0,1610612738,Boston Celtics,2022-23,Boston Celtics,20
45.3,39.65,85.8,0.46105,11.0,31.55,0.34445,15.4,20.95,0.7430500000000001,12.1,31.9,44.0,22.9,15.5,7.7,5.2,5.4,20.3,20.5,105.7,1.1,1.0,23.0,23.0,23.0,35.8,54.45,56.1,50.45,45.1,53.6,43.05,51.1,52.95,42.9,42.75,53.05,50.75,55.2,54.6,48.0,47.05,43.4,43.15,39.25,56.05,49.65,1.0,1610612763,Memphis Grizzlies,2022-23,Memphis Grizzlies,20
44.8,35.5,79.25,0.44765,10.95,31.1,0.34145000000000003,17.8,22.6,0.7827500000000001,9.95,30.0,39.95,21.1,16.1,9.35,5.3,5.2,21.55,20.65,99.75,-0.1,1.0,32.9,32.9,32.9,37.4,63.55,55.1,61.05,50.95,49.5,54.85,55.2,50.6,57.75,38.1,50.1,45.55,59.95,53.3,34.45,34.95,45.55,48.3,36.3,66.2,53.35,1.0,1610612755,Philadelphia 76ers,2022-23,Philadelphia 76ers,20
45.25,37.85,79.9,0.47364999999999996,12.8,35.3,0.35940000000000005,16.7,21.65,0.7719999999999999,8.0,31.35,39.35,23.95,15.15,8.05,3.9,3.35,21.55,20.55,105.2,3.55,1.0,22.6,22.6,22.6,36.95,61.65,60.8,54.4,44.4,48.2,44.5,54.7,53.9,47.4,51.65,47.7,52.7,53.95,51.7,32.8,30.8,31.55,50.2,41.85,63.2,42.55,1.0,1610612758,Sacramento Kings,2022-23,Sacramento Kings,20
46.25,39.1,84.75,0.4574000000000001,11.85,32.75,0.3593,17.9,22.35,0.79615,11.05,31.0,42.05,25.6,14.2,8.0,5.3,3.95,22.25,22.45,107.95,5.85,1.0,20.2,20.2,20.2,24.3,47.85,52.1,45.2,42.1,41.15,45.95,38.4,39.95,41.05,45.85,48.65,50.1,44.8,43.55,31.25,40.35,38.4,45.8,28.95,48.1,36.85,1.0,1610612756,Phoenix Suns,2022-23,Phoenix Suns,20
47.25,38.85,83.7,0.46440000000000003,11.3,30.6,0.36419999999999997,19.45,24.85,0.7868,10.4,31.85,42.25,22.45,13.8,6.4,4.6,4.8,20.0,23.05,108.45,4.2,1.0,22.6,22.6,22.6,25.5,51.05,43.85,52.95,42.55,47.25,43.3,32.8,33.4,42.8,36.65,38.45,34.95,50.6,45.7,49.25,41.85,41.7,48.55,27.4,44.6,45.0,1.0,1610612739,Cleveland Cavaliers,2022-23,Cleveland Cavaliers,20
46.0,36.0,78.55,0.457,10.5,30.6,0.34545000000000003,16.5,22.25,0.7418,7.45,34.0,41.45,20.4,15.8,7.7,5.2,4.65,21.3,19.3,99.0,-0.65,1.0,24.0,24.0,24.0,25.25,58.3,63.65,49.05,54.05,50.65,54.15,50.45,50.75,53.05,54.8,36.45,48.4,56.35,51.4,34.85,33.55,41.15,49.9,42.95,62.35,46.4,1.0,1610612746,LA Clippers,2022-23,LA Clippers,20
46.5,39.8,87.15,0.45620000000000005,10.6,34.0,0.31195000000000006,18.45,24.35,0.7503500000000001,11.6,32.35,43.95,23.1,14.3,8.15,4.35,5.0,21.95,21.55,108.65,1.05,1.0,23.5,23.5,23.5,28.1,46.95,43.35,48.75,55.15,47.35,56.4,44.55,45.85,43.35,45.85,45.55,49.35,38.25,50.05,30.95,36.7,44.9,50.7,34.1,52.15,47.35,1.0,1610612752,New York Knicks,2022-23,New York Knicks,20
45.05,36.95,81.15,0.45179999999999987,12.05,35.0,0.33885,15.85,21.5,0.7409,9.1,29.75,38.85,22.4,16.85,7.15,4.1,3.75,23.5,20.2,101.8,-6.9,1.0,32.5,32.5,32.5,36.6,59.05,57.5,55.9,63.45,64.25,57.75,46.4,40.5,55.65,49.6,58.2,58.7,60.4,45.6,41.0,38.1,38.05,56.2,32.7,61.7,58.55,1.0,1610612744,Golden State Warriors,2022-23,Golden State Warriors,20
46.25,38.0,80.8,0.4695499999999999,10.45,29.75,0.3493,20.1,24.95,0.80765,8.2,31.0,39.2,23.45,14.55,7.55,6.3,4.5,20.95,20.75,106.55,-1.0,1.0,27.4,27.4,27.4,22.9,55.45,54.3,49.85,55.2,54.9,52.25,32.15,32.55,42.95,38.1,47.05,46.95,46.95,44.8,37.05,37.6,44.85,39.5,27.75,53.85,46.65,1.0,1610612751,Brooklyn Nets,2022-23,Brooklyn Nets,20
45.05,34.05,80.65,0.42069999999999996,9.75,31.75,0.30435,19.15,23.75,0.8026500000000001,10.3,29.45,39.75,20.4,13.85,8.9,3.7,5.4,20.1,22.65,97.0,-2.15,1.0,29.2,29.2,29.2,36.55,57.35,52.95,57.05,55.05,54.05,52.8,42.25,41.85,46.7,42.75,48.85,45.5,53.75,44.25,37.15,35.75,54.95,53.05,30.35,58.45,48.9,1.0,1610612748,Miami Heat,2022-23,Miami Heat,20
