TEAM_ID,Season,TARGET_WIN_PCT,MADE_PLAYOFFS,ADV_ROUND1,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,AVAILABLE_FLAG
1610612766,2017-18,0.439,0.0,0.0,46.0,35.7,80.8,0.44065,8.5,24.45,0.34255,19.3,27.0,0.7206,9.65,34.35,44.0,17.65,13.05,6.4,3.9,4.25,19.4,22.6,99.2,1.2666666666666666
1610612746,2017-18,0.512,0.0,0.0,46.35,37.55,82.85,0.4554499999999999,9.75,27.4,0.3577499999999999,18.15,24.6,0.74115,11.2,32.95,44.15,19.4,15.1,7.45,4.8,5.6,22.95,22.5,103.0,1.1333333333333333
1610612747,2017-18,0.427,0.0,0.0,45.15,38.3,82.05,0.47035,8.45,25.1,0.33745,17.7,24.2,0.7393,8.65,34.55,43.2,21.7,16.95,7.75,5.75,4.7,22.6,22.35,102.75,1.25
1610612752,2017-18,0.354,0.0,0.0,46.0,37.15,80.8,0.4606,9.15,24.75,0.36165,15.15,19.0,0.7982500000000001,10.45,32.35,42.8,21.8,16.3,6.65,4.6,5.05,21.1,20.75,98.6,1.2666666666666666
1610612758,2017-18,0.329,0.0,0.0,45.6,34.25,81.2,0.42175,7.5,22.05,0.33145,14.0,19.65,0.7239,9.7,30.1,39.8,17.6,14.8,7.55,4.05,4.15,21.05,20.45,90.0,1.2857142857142858
1610612751,2017-18,0.341,0.0,0.0,46.0,37.4,85.65,0.4365,10.4,31.4,0.32815,19.9,27.35,0.7208,9.75,35.1,44.85,20.0,15.3,7.85,4.55,5.15,21.5,22.5,105.1,1.1333333333333333
1610612742,2017-18,0.293,0.0,0.0,43.7,32.95,77.1,0.4302,10.45,29.35,0.3568999999999999,16.25,22.15,0.7382500000000001,9.1,28.6,37.7,17.65,13.65,9.05,3.55,4.35,19.7,22.1,92.6,1.3333333333333333
1610612741,2017-18,0.329,0.0,0.0,46.25,33.95,83.75,0.4038499999999999,10.7,32.2,0.3319999999999999,12.35,16.2,0.7562500000000001,9.45,33.05,42.5,19.75,15.2,7.1,3.7,3.35,18.85,16.5,90.95,1.2
1610612753,2017-18,0.305,0.0,0.0,46.0,37.45,81.1,0.4612999999999999,10.3,27.25,0.3713,16.0,21.2,0.7574499999999998,8.0,31.5,39.5,22.55,15.05,8.3,4.75,4.45,21.1,19.75,101.2,1.2666666666666666
1610612763,2017-18,0.268,0.0,0.0,45.9,35.15,78.95,0.4460999999999999,8.2,25.35,0.31535,19.8,25.8,0.76625,9.1,31.3,40.4,17.85,14.4,8.35,5.15,5.3,23.8,23.0,98.3,1.2142857142857142
1610612756,2017-18,0.256,0.0,0.0,45.6,36.25,82.75,0.43875,8.3,25.65,0.3255,21.2,28.25,0.7489999999999999,10.45,32.9,43.35,16.6,16.7,7.4,5.45,4.7,24.85,24.9,102.0,1.2142857142857142
1610612737,2017-18,0.293,0.0,0.0,46.0,36.95,82.9,0.4464500000000001,9.4,25.15,0.3609,15.75,20.65,0.77505,9.8,31.5,41.3,20.75,16.1,9.2,3.9,5.0,21.65,21.45,99.05,1.1333333333333333
1610612744,2018-19,0.695,1.0,0.0,44.8,38.25,83.45,0.4528,10.85,30.5,0.3559,15.7,19.8,0.7978,9.85,33.8,43.65,24.15,13.95,9.05,5.95,4.1,23.15,19.6,103.05,1.0
1610612749,2018-19,0.732,1.0,0.0,46.35,41.5,87.45,0.47395,13.3,37.05,0.3511499999999999,15.55,20.35,0.74375,10.05,38.75,48.8,24.6,15.7,6.75,6.35,5.15,19.6,20.6,111.85,1.0
1610612743,2018-19,0.659,1.0,0.0,46.25,38.9,84.9,0.4563,8.85,26.9,0.32405,16.15,21.85,0.73915,11.5,33.65,45.15,23.6,14.25,8.85,4.25,5.95,21.25,20.95,102.8,1.0
1610612761,2018-19,0.707,1.0,0.0,45.7,39.5,86.15,0.458,11.65,34.2,0.34995,16.05,20.5,0.7850500000000001,10.65,32.95,43.6,22.55,14.2,8.1,5.85,5.0,23.25,20.75,106.7,1.0
1610612757,2018-19,0.646,1.0,0.0,45.45,39.3,85.1,0.4636999999999999,10.65,28.4,0.3794499999999999,18.6,22.4,0.81525,11.5,36.9,48.4,19.15,14.5,6.7,5.05,5.25,20.65,21.8,107.85,1.0
1610612755,2018-19,0.622,1.0,0.0,46.35,36.55,85.0,0.4286500000000001,10.5,32.65,0.31675,19.5,25.7,0.7476499999999999,11.05,35.8,46.85,23.3,16.4,7.45,6.2,5.55,24.35,22.75,103.1,1.0
1610612745,2018-19,0.646,1.0,0.0,46.0,35.65,82.95,0.4319499999999999,13.5,40.2,0.33675,18.15,25.25,0.7213499999999999,10.15,30.8,40.95,19.55,15.05,8.65,6.7,4.8,23.3,22.35,102.95,1.0
1610612738,2018-19,0.598,1.0,0.0,45.85,36.5,84.55,0.43245,11.55,32.85,0.3441,14.35,18.55,0.7761500000000001,10.0,34.0,44.0,21.75,13.15,7.25,4.95,3.65,20.15,18.95,98.9,1.0
1610612754,2018-19,0.585,1.0,0.0,46.0,39.1,82.9,0.4727,8.85,24.35,0.3591,15.9,22.45,0.7158,8.85,31.45,40.3,20.8,14.05,9.5,5.25,5.45,20.95,21.25,102.95,1.0
1610612762,2018-19,0.61,1.0,0.0,44.8,36.85,80.4,0.4585499999999999,10.1,29.4,0.34015,17.9,24.75,0.724,9.65,33.2,42.85,22.35,15.0,7.5,5.0,4.45,22.75,22.5,101.7,1.0
1610612751,2018-19,0.512,1.0,0.0,46.25,37.55,86.2,0.4347,11.45,33.05,0.34005,15.5,21.45,0.7271500000000001,11.2,32.05,43.25,22.15,16.1,6.85,5.2,5.55,22.3,20.7,102.05,1.0
1610612760,2018-19,0.598,1.0,0.0,46.0,39.15,86.75,0.45345,8.7,27.5,0.32685,18.25,26.15,0.70495,12.2,33.65,45.85,20.7,15.55,10.8,5.6,4.95,22.35,24.4,105.25,1.0
1610612759,2018-19,0.585,1.0,0.0,45.4,36.6,82.75,0.4420499999999999,8.8,23.85,0.36495,16.35,20.75,0.7853000000000001,9.5,32.85,42.35,21.25,13.8,6.55,5.05,4.7,19.4,21.85,98.35,1.0
1610612753,2018-19,0.512,1.0,0.0,46.0,37.1,86.0,0.43,9.8,30.5,0.31305,13.3,18.0,0.7467500000000001,10.0,32.45,42.45,22.45,14.0,7.85,5.9,4.85,21.15,20.25,97.3,1.0
1610612765,2018-19,0.5,1.0,0.0,46.35,36.05,86.9,0.4124,9.95,33.05,0.2973,17.55,23.4,0.75285,11.55,33.35,44.9,18.95,14.9,7.1,3.8,5.2,23.4,22.45,99.6,1.0
1610612746,2018-19,0.585,1.0,0.0,46.1,38.2,85.0,0.44715,8.2,23.75,0.3337,21.4,27.3,0.77115,10.55,35.6,46.15,20.2,14.6,6.5,5.25,6.7,23.0,23.55,106.0,1.0
